row,col,x,y,size,order
27,8,-24.0,-14.0,2.0,
27,9,-22.0,-14.0,2.0,
27,10,-20.0,-14.0,2.0,52
27,11,-18.0,-14.0,2.0,51
27,12,-16.0,-14.0,2.0,
27,13,-14.0,-14.0,2.0,
27,14,-12.0,-14.0,2.0,
27,15,-10.0,-14.0,2.0,
27,16,-8.0,-14.0,2.0,
27,17,-6.0,-14.0,2.0,
27,18,-4.0,-14.0,2.0,
27,19,-2.0,-14.0,2.0,
27,20,0.0,-14.0,2.0,
27,21,2.0,-14.0,2.0,
27,22,4.0,-14.0,2.0,
27,23,6.0,-14.0,2.0,
27,24,8.0,-14.0,2.0,
27,25,10.0,-14.0,2.0,
27,26,12.0,-14.0,2.0,
27,27,14.0,-14.0,2.0,
27,28,16.0,-14.0,2.0,
27,29,18.0,-14.0,2.0,
27,30,20.0,-14.0,2.0,
27,31,22.0,-14.0,2.0,
27,32,24.0,-14.0,2.0,
27,33,26.0,-14.0,2.0,
27,34,28.0,-14.0,2.0,
27,35,30.0,-14.0,2.0,
27,36,32.0,-14.0,2.0,
27,37,34.0,-14.0,2.0,
27,38,36.0,-14.0,2.0,
27,39,38.0,-14.0,2.0,
28,0,-40.0,-16.0,2.0,
28,1,-38.0,-16.0,2.0,
28,2,-36.0,-16.0,2.0,
28,3,-34.0,-16.0,2.0,
28,4,-32.0,-16.0,2.0,
28,5,-30.0,-16.0,2.0,
28,6,-28.0,-16.0,2.0,
28,7,-26.0,-16.0,2.0,
28,8,-24.0,-16.0,2.0,
28,9,-22.0,-16.0,2.0,
28,10,-20.0,-16.0,2.0,53
28,11,-18.0,-16.0,2.0,
28,12,-16.0,-16.0,2.0,
28,13,-14.0,-16.0,2.0,
28,14,-12.0,-16.0,2.0,
28,15,-10.0,-16.0,2.0,
28,16,-8.0,-16.0,2.0,
28,17,-6.0,-16.0,2.0,
28,18,-4.0,-16.0,2.0,
28,19,-2.0,-16.0,2.0,
28,20,0.0,-16.0,2.0,
28,21,2.0,-16.0,2.0,
28,22,4.0,-16.0,2.0,
28,23,6.0,-16.0,2.0,
28,24,8.0,-16.0,2.0,
28,25,10.0,-16.0,2.0,
28,26,12.0,-16.0,2.0,
28,27,14.0,-16.0,2.0,
28,28,16.0,-16.0,2.0,
28,29,18.0,-16.0,2.0,
28,30,20.0,-16.0,2.0,
28,31,22.0,-16.0,2.0,
28,32,24.0,-16.0,2.0,
28,33,26.0,-16.0,2.0,
28,34,28.0,-16.0,2.0,
28,35,30.0,-16.0,2.0,
28,36,32.0,-16.0,2.0,
28,37,34.0,-16.0,2.0,
28,38,36.0,-16.0,2.0,
28,39,38.0,-16.0,2.0,
29,0,-40.0,-18.0,2.0,
29,1,-38.0,-18.0,2.0,
29,2,-36.0,-18.0,2.0,
29,3,-34.0,-18.0,2.0,
29,4,-32.0,-18.0,2.0,
29,5,-30.0,-18.0,2.0,
29,6,-28.0,-18.0,2.0,
29,7,-26.0,-18.0,2.0,
29,8,-24.0,-18.0,2.0,
29,9,-22.0,-18.0,2.0,
29,10,-20.0,-18.0,2.0,54
29,11,-18.0,-18.0,2.0,
29,12,-16.0,-18.0,2.0,
29,13,-14.0,-18.0,2.0,
29,14,-12.0,-18.0,2.0,
29,15,-10.0,-18.0,2.0,
29,16,-8.0,-18.0,2.0,
29,17,-6.0,-18.0,2.0,
29,18,-4.0,-18.0,2.0,
29,19,-2.0,-18.0,2.0,
29,20,0.0,-18.0,2.0,
29,21,2.0,-18.0,2.0,
29,22,4.0,-18.0,2.0,
29,23,6.0,-18.0,2.0,
29,24,8.0,-18.0,2.0,
29,25,10.0,-18.0,2.0,
29,26,12.0,-18.0,2.0,
29,27,14.0,-18.0,2.0,
29,28,16.0,-18.0,2.0,
29,29,18.0,-18.0,2.0,
29,30,20.0,-18.0,2.0,
29,31,22.0,-18.0,2.0,
29,32,24.0,-18.0,2.0,
29,33,26.0,-18.0,2.0,
29,34,28.0,-18.0,2.0,
29,35,30.0,-18.0,2.0,
29,36,32.0,-18.0,2.0,
29,37,34.0,-18.0,2.0,
29,38,36.0,-18.0,2.0,
29,39,38.0,-18.0,2.0,
30,0,-40.0,-20.0,2.0,
30,1,-38.0,-20.0,2.0,
30,2,-36.0,-20.0,2.0,
30,3,-34.0,-20.0,2.0,
30,4,-32.0,-20.0,2.0,
30,5,-30.0,-20.0,2.0,
30,6,-28.0,-20.0,2.0,
30,7,-26.0,-20.0,2.0,
30,8,-24.0,-20.0,2.0,
30,9,-22.0,-20.0,2.0,
30,10,-20.0,-20.0,2.0,55
30,11,-18.0,-20.0,2.0,
30,12,-16.0,-20.0,2.0,
30,13,-14.0,-20.0,2.0,
30,14,-12.0,-20.0,2.0,
30,15,-10.0,-20.0,2.0,
30,16,-8.0,-20.0,2.0,
30,17,-6.0,-20.0,2.0,
30,18,-4.0,-20.0,2.0,
30,19,-2.0,-20.0,2.0,
30,20,0.0,-20.0,2.0,
30,21,2.0,-20.0,2.0,
30,22,4.0,-20.0,2.0,
30,23,6.0,-20.0,2.0,
30,24,8.0,-20.0,2.0,
30,25,10.0,-20.0,2.0,
30,26,12.0,-20.0,2.0,
30,27,14.0,-20.0,2.0,
30,28,16.0,-20.0,2.0,
30,29,18.0,-20.0,2.0,
30,30,20.0,-20.0,2.0,
30,31,22.0,-20.0,2.0,
30,32,24.0,-20.0,2.0,
30,33,26.0,-20.0,2.0,
30,34,28.0,-20.0,2.0,
30,35,30.0,-20.0,2.0,
30,36,32.0,-20.0,2.0,
30,37,34.0,-20.0,2.0,
30,38,36.0,-20.0,2.0,
30,39,38.0,-20.0,2.0,
31,0,-40.0,-22.0,2.0,
31,1,-38.0,-22.0,2.0,
31,2,-36.0,-22.0,2.0,
31,3,-34.0,-22.0,2.0,
31,4,-32.0,-22.0,2.0,
31,5,-30.0,-22.0,2.0,
31,6,-28.0,-22.0,2.0,
31,7,-26.0,-22.0,2.0,
31,8,-24.0,-22.0,2.0,
31,9,-22.0,-22.0,2.0,
31,10,-20.0,-22.0,2.0,
31,11,-18.0,-22.0,2.0,
31,12,-16.0,-22.0,2.0,
31,13,-14.0,-22.0,2.0,
31,14,-12.0,-22.0,2.0,
31,15,-10.0,-22.0,2.0,
31,16,-8.0,-22.0,2.0,
31,17,-6.0,-22.0,2.0,
31,18,-4.0,-22.0,2.0,
31,19,-2.0,-22.0,2.0,
31,20,0.0,-22.0,2.0,
31,21,2.0,-22.0,2.0,
31,22,4.0,-22.0,2.0,
31,23,6.0,-22.0,2.0,
31,24,8.0,-22.0,2.0,
31,25,10.0,-22.0,2.0,
31,26,12.0,-22.0,2.0,
31,27,14.0,-22.0,2.0,
31,28,16.0,-22.0,2.0,
31,29,18.0,-22.0,2.0,
31,30,20.0,-22.0,2.0,
31,31,22.0,-22.0,2.0,
31,32,24.0,-22.0,2.0,
31,33,26.0,-22.0,2.0,
31,34,28.0,-22.0,2.0,
31,35,30.0,-22.0,2.0,
31,36,32.0,-22.0,2.0,
31,37,34.0,-22.0,2.0,
31,38,36.0,-22.0,2.0,
31,39,38.0,-22.0,2.0,
32,0,-40.0,-24.0,2.0,
32,1,-38.0,-24.0,2.0,
32,2,-36.0,-24.0,2.0,
32,3,-34.0,-24.0,2.0,
32,4,-32.0,-24.0,2.0,
32,5,-30.0,-24.0,2.0,
32,6,-28.0,-24.0,2.0,
32,7,-26.0,-24.0,2.0,
32,8,-24.0,-24.0,2.0,
32,9,-22.0,-24.0,2.0,
32,10,-20.0,-24.0,2.0,
32,11,-18.0,-24.0,2.0,
32,12,-16.0,-24.0,2.0,
32,13,-14.0,-24.0,2.0,
32,14,-12.0,-24.0,2.0,
32,15,-10.0,-24.0,2.0,
32,16,-8.0,-24.0,2.0,
32,17,-6.0,-24.0,2.0,
32,18,-4.0,-24.0,2.0,
32,19,-2.0,-24.0,2.0,
32,20,0.0,-24.0,2.0,
32,21,2.0,-24.0,2.0,
32,22,4.0,-24.0,2.0,
32,23,6.0,-24.0,2.0,
32,24,8.0,-24.0,2.0,
32,25,10.0,-24.0,2.0,
32,26,12.0,-24.0,2.0,
32,27,14.0,-24.0,2.0,
32,28,16.0,-24.0,2.0,
32,29,18.0,-24.0,2.0,
32,30,20.0,-24.0,2.0,
32,31,22.0,-24.0,2.0,
32,32,24.0,-24.0,2.0,
32,33,26.0,-24.0,2.0,
32,34,28.0,-24.0,2.0,
32,35,30.0,-24.0,2.0,
32,36,32.0,-24.0,2.0,
32,37,34.0,-24.0,2.0,
32,38,36.0,-24.0,2.0,
32,39,38.0,-24.0,2.0,
33,0,-40.0,-26.0,2.0,
33,1,-38.0,-26.0,2.0,
33,2,-36.0,-26.0,2.0,
33,3,-34.0,-26.0,2.0,
33,4,-32.0,-26.0,2.0,
33,5,-30.0,-26.0,2.0,
33,6,-28.0,-26.0,2.0,
33,7,-26.0,-26.0,2.0,
33,8,-24.0,-26.0,2.0,
33,9,-22.0,-26.0,2.0,
33,10,-20.0,-26.0,2.0,
33,11,-18.0,-26.0,2.0,
33,12,-16.0,-26.0,2.0,
33,13,-14.0,-26.0,2.0,
33,14,-12.0,-26.0,2.0,
33,15,-10.0,-26.0,2.0,
33,16,-8.0,-26.0,2.0,
33,17,-6.0,-26.0,2.0,
33,18,-4.0,-26.0,2.0,
33,19,-2.0,-26.0,2.0,
33,20,0.0,-26.0,2.0,
33,21,2.0,-26.0,2.0,
33,22,4.0,-26.0,2.0,
33,23,6.0,-26.0,2.0,
33,24,8.0,-26.0,2.0,
33,25,10.0,-26.0,2.0,
33,26,12.0,-26.0,2.0,
33,27,14.0,-26.0,2.0,
33,28,16.0,-26.0,2.0,
33,29,18.0,-26.0,2.0,
33,30,20.0,-26.0,2.0,
33,31,22.0,-26.0,2.0,
33,32,24.0,-26.0,2.0,
33,33,26.0,-26.0,2.0,
33,34,28.0,-26.0,2.0,
33,35,30.0,-26.0,2.0,
33,36,32.0,-26.0,2.0,
33,37,34.0,-26.0,2.0,
33,38,36.0,-26.0,2.0,
33,39,38.0,-26.0,2.0,
34,0,-40.0,-28.0,2.0,
34,1,-38.0,-28.0,2.0,
34,2,-36.0,-28.0,2.0,
34,3,-34.0,-28.0,2.0,
34,4,-32.0,-28.0,2.0,
34,5,-30.0,-28.0,2.0,
34,6,-28.0,-28.0,2.0,
34,7,-26.0,-28.0,2.0,
34,8,-24.0,-28.0,2.0,
34,9,-22.0,-28.0,2.0,
34,10,-20.0,-28.0,2.0,
34,11,-18.0,-28.0,2.0,
34,12,-16.0,-28.0,2.0,
34,13,-14.0,-28.0,2.0,
34,14,-12.0,-28.0,2.0,
34,15,-10.0,-28.0,2.0,
34,16,-8.0,-28.0,2.0,
34,17,-6.0,-28.0,2.0,
34,18,-4.0,-28.0,2.0,
34,19,-2.0,-28.0,2.0,
34,20,0.0,-28.0,2.0,
34,21,2.0,-28.0,2.0,
34,22,4.0,-28.0,2.0,
34,23,6.0,-28.0,2.0,
34,24,8.0,-28.0,2.0,
34,25,10.0,-28.0,2.0,
34,26,12.0,-28.0,2.0,
34,27,14.0,-28.0,2.0,
34,28,16.0,-28.0,2.0,
34,29,18.0,-28.0,2.0,
34,30,20.0,-28.0,2.0,
34,31,22.0,-28.0,2.0,
34,32,24.0,-28.0,2.0,
34,33,26.0,-28.0,2.0,
34,34,28.0,-28.0,2.0,
34,35,30.0,-28.0,2.0,
34,36,32.0,-28.0,2.0,
34,37,34.0,-28.0,2.0,
34,38,36.0,-28.0,2.0,
34,39,38.0,-28.0,2.0,
35,0,-40.0,-30.0,2.0,
35,1,-38.0,-30.0,2.0,
35,2,-36.0,-30.0,2.0,
35,3,-34.0,-30.0,2.0,
35,4,-32.0,-30.0,2.0,
35,5,-30.0,-30.0,2.0,
35,6,-28.0,-30.0,2.0,
35,7,-26.0,-30.0,2.0,
35,8,-24.0,-30.0,2.0,
35,9,-22.0,-30.0,2.0,
35,10,-20.0,-30.0,2.0,
35,11,-18.0,-30.0,2.0,
35,12,-16.0,-30.0,2.0,
35,13,-14.0,-30.0,2.0,
35,14,-12.0,-30.0,2.0,
35,15,-10.0,-30.0,2.0,
35,16,-8.0,-30.0,2.0,
35,17,-6.0,-30.0,2.0,
35,18,-4.0,-30.0,2.0,
35,19,-2.0,-30.0,2.0,
35,20,0.0,-30.0,2.0,
35,21,2.0,-30.0,2.0,
35,22,4.0,-30.0,2.0,
35,23,6.0,-30.0,2.0,
35,24,8.0,-30.0,2.0,
35,25,10.0,-30.0,2.0,
35,26,12.0,-30.0,2.0,
35,27,14.0,-30.0,2.0,
35,28,16.0,-30.0,2.0,
35,29,18.0,-30.0,2.0,
35,30,20.0,-30.0,2.0,
35,31,22.0,-30.0,2.0,
35,32,24.0,-30.0,2.0,
35,33,26.0,-30.0,2.0,
35,34,28.0,-30.0,2.0,
35,35,30.0,-30.0,2.0,
35,36,32.0,-30.0,2.0,
35,37,34.0,-30.0,2.0,
35,38,36.0,-30.0,2.0,
35,39,38.0,-30.0,2.0,
36,0,-40.0,-32.0,2.0,
36,1,-38.0,-32.0,2.0,
36,2,-36.0,-32.0,2.0,
36,3,-34.0,-32.0,2.0,
36,4,-32.0,-32.0,2.0,
36,5,-30.0,-32.0,2.0,
36,6,-28.0,-32.0,2.0,
36,7,-26.0,-32.0,2.0,
36,8,-24.0,-32.0,2.0,
36,9,-22.0,-32.0,2.0,
36,10,-20.0,-32.0,2.0,
36,11,-18.0,-32.0,2.0,
36,12,-16.0,-32.0,2.0,
36,13,-14.0,-32.0,2.0,
36,14,-12.0,-32.0,2.0,
36,15,-10.0,-32.0,2.0,
36,16,-8.0,-32.0,2.0,
36,17,-6.0,-32.0,2.0,
36,18,-4.0,-32.0,2.0,
36,19,-2.0,-32.0,2.0,
36,20,0.0,-32.0,2.0,
36,21,2.0,-32.0,2.0,
36,22,4.0,-32.0,2.0,
36,23,6.0,-32.0,2.0,
36,24,8.0,-32.0,2.0,
36,25,10.0,-32.0,2.0,
36,26,12.0,-32.0,2.0,
36,27,14.0,-32.0,2.0,
36,28,16.0,-32.0,2.0,
36,29,18.0,-32.0,2.0,
36,30,20.0,-32.0,2.0,
36,31,22.0,-32.0,2.0,
36,32,24.0,-32.0,2.0,
36,33,26.0,-32.0,2.0,
36,34,28.0,-32.0,2.0,
36,35,30.0,-32.0,2.0,
36,36,32.0,-32.0,2.0,
36,37,34.0,-32.0,2.0,
36,38,36.0,-32.0,2.0,
36,39,38.0,-32.0,2.0,
37,0,-40.0,-34.0,2.0,
37,1,-38.0,-34.0,2.0,
37,2,-36.0,-34.0,2.0,
37,3,-34.0,-34.0,2.0,
37,4,-32.0,-34.0,2.0,
37,5,-30.0,-34.0,2.0,
37,6,-28.0,-34.0,2.0,
37,7,-26.0,-34.0,2.0,
37,8,-24.0,-34.0,2.0,
37,9,-22.0,-34.0,2.0,
37,10,-20.0,-34.0,2.0,
37,11,-18.0,-34.0,2.0,
37,12,-16.0,-34.0,2.0,
37,13,-14.0,-34.0,2.0,
37,14,-12.0,-34.0,2.0,
37,15,-10.0,-34.0,2.0,
37,16,-8.0,-34.0,2.0,
37,17,-6.0,-34.0,2.0,
37,18,-4.0,-34.0,2.0,
37,19,-2.0,-34.0,2.0,
37,20,0.0,-34.0,2.0,
37,21,2.0,-34.0,2.0,
37,22,4.0,-34.0,2.0,
37,23,6.0,-34.0,2.0,
37,24,8.0,-34.0,2.0,
37,25,10.0,-34.0,2.0,
37,26,12.0,-34.0,2.0,
37,27,14.0,-34.0,2.0,
37,28,16.0,-34.0,2.0,
37,29,18.0,-34.0,2.0,
37,30,20.0,-34.0,2.0,
37,31,22.0,-34.0,2.0,
37,32,24.0,-34.0,2.0,
37,33,26.0,-34.0,2.0,
37,34,28.0,-34.0,2.0,
37,35,30.0,-34.0,2.0,
37,36,32.0,-34.0,2.0,
37,37,34.0,-34.0,2.0,
37,38,36.0,-34.0,2.0,
37,39,38.0,-34.0,2.0,
38,0,-40.0,-36.0,2.0,
38,1,-38.0,-36.0,2.0,
38,2,-36.0,-36.0,2.0,
38,3,-34.0,-36.0,2.0,
38,4,-32.0,-36.0,2.0,
38,5,-30.0,-36.0,2.0,
38,6,-28.0,-36.0,2.0,
38,7,-26.0,-36.0,2.0,
38,8,-24.0,-36.0,2.0,
38,9,-22.0,-36.0,2.0,
38,10,-20.0,-36.0,2.0,
38,11,-18.0,-36.0,2.0,
38,12,-16.0,-36.0,2.0,
38,13,-14.0,-36.0,2.0,
38,14,-12.0,-36.0,2.0,
38,15,-10.0,-36.0,2.0,
38,16,-8.0,-36.0,2.0,
38,17,-6.0,-36.0,2.0,
38,18,-4.0,-36.0,2.0,
38,19,-2.0,-36.0,2.0,
38,20,0.0,-36.0,2.0,
38,21,2.0,-36.0,2.0,
38,22,4.0,-36.0,2.0,
38,23,6.0,-36.0,2.0,
38,24,8.0,-36.0,2.0,
38,25,10.0,-36.0,2.0,
38,26,12.0,-36.0,2.0,
38,27,14.0,-36.0,2.0,
38,28,16.0,-36.0,2.0,
38,29,18.0,-36.0,2.0,
38,30,20.0,-36.0,2.0,
38,31,22.0,-36.0,2.0,
38,32,24.0,-36.0,2.0,
38,33,26.0,-36.0,2.0,
38,34,28.0,-36.0,2.0,
38,35,30.0,-36.0,2.0,
38,36,32.0,-36.0,2.0,
38,37,34.0,-36.0,2.0,
38,38,36.0,-36.0,2.0,
38,39,38.0,-36.0,2.0,
39,0,-40.0,-38.0,2.0,
39,1,-38.0,-38.0,2.0,
39,2,-36.0,-38.0,2.0,
39,3,-34.0,-38.0,2.0,
39,4,-32.0,-38.0,2.0,
39,5,-30.0,-38.0,2.0,
39,6,-28.0,-38.0,2.0,
39,7,-26.0,-38.0,2.0,
39,8,-24.0,-38.0,2.0,
39,9,-22.0,-38.0,2.0,
39,10,-20.0,-38.0,2.0,
39,11,-18.0,-38.0,2.0,
39,12,-16.0,-38.0,2.0,
39,13,-14.0,-38.0,2.0,
39,14,-12.0,-38.0,2.0,
39,15,-10.0,-38.0,2.0,
39,16,-8.0,-38.0,2.0,
39,17,-6.0,-38.0,2.0,
39,18,-4.0,-38.0,2.0,
39,19,-2.0,-38.0,2.0,
39,20,0.0,-38.0,2.0,
39,21,2.0,-38.0,2.0,
39,22,4.0,-38.0,2.0,
39,23,6.0,-38.0,2.0,
39,24,8.0,-38.0,2.0,
39,25,10.0,-38.0,2.0,
39,26,12.0,-38.0,2.0,
39,27,14.0,-38.0,2.0,
39,28,16.0,-38.0,2.0,
39,29,18.0,-38.0,2.0,
39,30,20.0,-38.0,2.0,
39,31,22.0,-38.0,2.0,
39,32,24.0,-38.0,2.0,
39,33,26.0,-38.0,2.0,
39,34,28.0,-38.0,2.0,
39,35,30.0,-38.0,2.0,
39,36,32.0,-38.0,2.0,
39,37,34.0,-38.0,2.0,
39,38,36.0,-38.0,2.0,
39,39,38.0,-38.0,2.0,
